suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
museum.spy,0,0,2,0,0,1,0,0,1,"museum.spy: museum.spy|mus,eum.spy"
museum.columbus,0,0,2,0,0,1,0,0,1,"museum.columbus: museum.columbus|mus,eum.columbus"
museum.computerhistory,0,0.0149,2,0,0,2,0,0,1,"museum.computerhistory: museum.computer,history|mus,eum.computer,history"
museum.artdeco,0,0,2,0,0,1,0,0,1,"museum.artdeco: museum.artde,co|mus,eum.artde,co"
museum.oceanographic,0,0,2,0,0,1,0,0,1,"museum.oceanographic: museum.oceanographic|mus,eum.oceanographic"
museum.university,0,0.0127,2,0,0,2,0,0,1,"museum.university: museum.university|mus,eum.university"
museum.portlligat,0,0,2,0,0,1,0,0,1,"museum.portlligat: museum.portl,liga,t|mus,eum.portl,liga,t"
museum.lans,0,0,2,0,0,1,0,0,1,"museum.lans: museum.lans|mus,eum.lans"
museum.media,0,0,2,0,0,1,0,0,1,"museum.media: museum.media|mus,eum.media"
museum.civilwar,0,0,2,0,0,1,0,0,1,"museum.civilwar: museum.civil,war|mus,eum.civil,war"
museum.telekommunikation,0,0.0127,2,0,0,2,0,0,1,"museum.telekommunikation: museum.telekomm,unika,tion|mus,eum.telekomm,unika,tion"
museum.farmequipment,0,0,2,0,0,1,0,0,1,"museum.farmequipment: museum.farm,equipment|mus,eum.farm,equipment"
museum.preservation,0,0,2,0,0,1,0,0,1,"museum.preservation: museum.preservation|mus,eum.preservation"
museum.schoenbrunn,0,0,2,0,0,1,0,0,1,"museum.schoenbrunn: museum.scho,enbrunn|mus,eum.scho,enbrunn"
museum.and,0,0,2,0,0,1,0,0,1,"museum.and: museum.and|mus,eum.and"
museum.bale,0,0,2,0,0,1,0,0,1,"museum.bale: museum.bale|mus,eum.bale"
museum.design,0,0,2,0,0,1,0,0,1,"museum.design: museum.design|mus,eum.design"
museum.chattanooga,0,0,2,0,0,1,0,0,1,"museum.chattanooga: museum.chattanooga|mus,eum.chattanooga"
museum.bilbao,0,0,2,0,0,1,0,0,1,"museum.bilbao: museum.bilbao|mus,eum.bilbao"
museum.xn--h1aegh,0,0,2,0,0,1,0,0,1,"museum.иком: museum.иком #IDN|mus,eum.иком #IDN"
museum.exhibition,0,0,2,0,0,1,0,0,1,"museum.exhibition: museum.exhibition|mus,eum.exhibition"
museum.sologne,0,0,2,0,0,1,0,0,1,"museum.sologne: museum.solo,gne|mus,eum.solo,gne"
museum.nature,0,0,2,0,0,1,0,0,1,"museum.nature: museum.nature|mus,eum.nature"
museum.yorkshire,0,0,2,0,0,1,0,0,1,"museum.yorkshire: museum.yorkshire|mus,eum.yorkshire"
museum.transport,0,0,2,0,0,1,0,0,1,"museum.transport: museum.transport|mus,eum.transport"
museum.pasadena,0,0,2,0,0,1,0,0,1,"museum.pasadena: museum.pasadena|mus,eum.pasadena"
museum.encyclopedic,0,0,2,0,0,1,0,0,1,"museum.encyclopedic: museum.encyclopedic|mus,eum.encyclopedic"
museum.cyber,0,0,2,0,0,1,0,0,1,"museum.cyber: museum.cyber|mus,eum.cyber"
museum.imageandsound,0,0,2,0,0,1,0,0,1,"museum.imageandsound: museum.image,ands,ound|mus,eum.image,ands,ound"
museum.phoenix,0,0,2,0,0,1,0,0,1,"museum.phoenix: museum.phoenix|mus,eum.phoenix"
museum.nuremberg,0,0.0142,2,0,0,2,0,0,1,"museum.nuremberg: museum.nuremberg|mus,eum.nuremberg"
museum.chiropractic,0,0,2,0,0,1,0,0,1,"museum.chiropractic: museum.chiropractic|mus,eum.chiropractic"
museum.online,0,0.013,2,0,0,2,0,0,1,"museum.online: museum.online|mus,eum.online"
museum.westfalen,0,0,2,0,0,1,0,0,1,"museum.westfalen: museum.westfa,len|mus,eum.westfa,len"
museum.zoology,0,0,2,0,0,1,0,0,1,"museum.zoology: museum.zoology|mus,eum.zoology"
museum.baltimore,0,0,2,0,0,1,0,0,1,"museum.baltimore: museum.baltimore|mus,eum.baltimore"
museum.figueres,0,0,2,0,0,1,0,0,1,"museum.figueres: museum.figu,eres|mus,eum.figu,eres"
museum.county,0,0,2,0,0,1,0,0,1,"museum.county: museum.county|mus,eum.county"
museum.louvre,0,0.0144,2,0,0,2,0,0,1,"museum.louvre: museum.louvre|mus,eum.louvre"
museum.landes,0,0,2,0,0,1,0,0,1,"museum.landes: museum.land,es|mus,eum.land,es"
museum.harvestcelebration,0,0,2,0,0,1,0,0,1,"museum.harvestcelebration: museum.harvest,celebration|mus,eum.harvest,celebration"
museum.badajoz,0,0,2,0,0,1,0,0,1,"museum.badajoz: museum.badajoz|mus,eum.badajoz"
museum.corvette,0,0,2,0,0,1,0,0,1,"museum.corvette: museum.corvette|mus,eum.corvette"
museum.vlaanderen,0,0,2,0,0,1,0,0,1,"museum.vlaanderen: museum.vla,ander,en|mus,eum.vla,ander,en"
museum.oxford,0,0,2,0,0,1,0,0,1,"museum.oxford: museum.oxford|mus,eum.oxford"
museum.americanantiques,0,0,2,0,0,1,0,0,1,"museum.americanantiques: museum.americana,ntiques|mus,eum.americana,ntiques"
museum.naturalhistorymuseum,0,0,2,0,0,1,0,0,1,"museum.naturalhistorymuseum: museum.natural,history,museum|mus,eum.natural,history,museum"
museum.civilisation,0,0,2,0,0,1,0,0,1,"museum.civilisation: museum.civilisat,ion|mus,eum.civilisat,ion"
museum.state,0,0,2,0,0,1,0,0,1,"museum.state: museum.state|mus,eum.state"
museum.press,0,0,2,0,0,1,0,0,1,"museum.press: museum.press|mus,eum.press"
museum.volkenkunde,0,0.0139,2,0,0,2,0,0,1,"museum.volkenkunde: museum.vol,ken,kunde|mus,eum.vol,ken,kunde"
museum.anthropology,0,0,2,0,0,1,0,0,1,"museum.anthropology: museum.anthropology|mus,eum.anthropology"
museum.bible,0,0,2,0,0,1,0,0,1,"museum.bible: museum.bible|mus,eum.bible"
museum.beauxarts,0,0,2,0,0,1,0,0,1,"museum.beauxarts: museum.beau,xar,ts|mus,eum.beau,xar,ts"
museum.marburg,0,0,2,0,0,1,0,0,1,"museum.marburg: museum.marb,urg|mus,eum.marb,urg"
museum.jewishart,0,0,2,0,0,1,0,0,1,"museum.jewishart: museum.jewish,art|mus,eum.jewish,art"
museum.stpetersburg,0,0,2,0,0,1,0,0,1,"museum.stpetersburg: museum.stp,eters,burg|mus,eum.stp,eters,burg"
museum.basel,0,0,2,0,0,1,0,0,1,"museum.basel: museum.basel|mus,eum.basel"
museum.australia,0,0,2,0,0,1,0,0,1,"museum.australia: museum.australia|mus,eum.australia"
museum.kunstunddesign,0,0,2,0,0,1,0,0,1,"museum.kunstunddesign: museum.kunst,undd,esign|mus,eum.kunst,undd,esign"
museum.cadaques,0,0,2,0,0,1,0,0,1,"museum.cadaques: museum.cada,ques|mus,eum.cada,ques"
museum.cody,0,0,2,0,0,1,0,0,1,"museum.cody: museum.cody|mus,eum.cody"
museum.labor,0,0,2,0,0,1,0,0,1,"museum.labor: museum.labor|mus,eum.labor"
museum.miners,0,0,2,0,0,1,0,0,1,"museum.miners: museum.miners|mus,eum.miners"
museum.philadelphiaarea,0,0,2,0,0,1,0,0,1,"museum.philadelphiaarea: museum.philadelphia,area|mus,eum.philadelphia,area"
museum.environmentalconservation,0,0,2,0,0,1,0,0,1,"museum.environmentalconservation: museum.environmental,conservation|mus,eum.environmental,conservation"
museum.naturalsciences,0,0.0131,2,0,0,2,0,0,1,"museum.naturalsciences: museum.naturals,cienc,es|mus,eum.naturals,cienc,es"
museum.madrid,0,0,2,0,0,1,0,0,1,"museum.madrid: museum.madrid|mus,eum.madrid"
museum.atlanta,0,0,2,0,0,1,0,0,1,"museum.atlanta: museum.atlanta|mus,eum.atlanta"
museum.photography,0,0,2,0,0,1,0,0,1,"museum.photography: museum.photography|mus,eum.photography"
museum.ushuaia,0,0,2,0,0,1,0,0,1,"museum.ushuaia: museum.ushuaia|mus,eum.ushuaia"
museum.association,0,0.0137,2,0,0,2,0,0,1,"museum.association: museum.association|mus,eum.association"
museum.medizinhistorisches,0,0,2,0,0,1,0,0,1,"museum.medizinhistorisches: museum.medizin,hist,orisch,es|mus,eum.medizin,hist,orisch,es"
museum.assisi,0,0,2,0,0,1,0,0,1,"museum.assisi: museum.assisi|mus,eum.assisi"
museum.xn--comunicaes-v6a2o,0,0,2,0,0,1,0,0,1,"museum.comunicações: museum.comu,nica,çõ,es #IDN|mus,eum.comu,nica,çõ,es #IDN"
museum.trolley,0,0,2,0,0,1,0,0,1,"museum.trolley: museum.trolley|mus,eum.trolley"
museum.graz,0,0,2,0,0,1,0,0,1,"museum.graz: museum.graz|mus,eum.graz"
museum.santacruz,0,0.0141,2,0,0,2,0,0,1,"museum.santacruz: museum.santa,cruz|mus,eum.santa,cruz"
museum.planetarium,0,0,2,0,0,1,0,0,1,"museum.planetarium: museum.planetarium|mus,eum.planetarium"
museum.plants,0,0,2,0,0,1,0,0,1,"museum.plants: museum.plants|mus,eum.plants"
museum.skole,0,0,2,0,0,1,0,0,1,"museum.skole: museum.skole|mus,eum.skole"
